title,question,answer
requirement to dispose private property within six months of effective date of purchase of non-subsidised or resale flat,Mr Muhamad Faisal Bin Abdul Manap asked the Minister for National Development with regard to the requirement to dispose private property within six months of the effective date of purchasing a non-subsidised or resale flat (a) how many cases of private residential property in Singapore and overseas have been so disposed since the inception of this policy; (b) how many appeals asking for retention of such property have the Ministry received; and (c) how many of such appeals are approved and what is the basis for the approval.,"Mr Lawrence Wong: HDB flats are meant for owner-occupation. To reinforce this principle, buyers of HDB resale flats are not allowed to retain ownership of local or overseas private properties. Since the policy was introduced in August 2010, slightly over 5,000 households have disposed of their private properties when they purchased flats from the resale market. In the last 3 years, about 1,200 households appealed to retain their private property. Of these, HDB acceded to about 300 appeals after considering the specific facts of each case, taking into account factors such as the owner's share in the private property, and the reasons why the private property cannot be recovered for his or her own use."
percentages of students living in hdb flats under public rental scheme,"Mr Louis Ng Kok Kwang asked the Minister for Education for each year in the past five years, what are the percentages of students who live in HDB flats under the Public Rental Scheme who enter the (i) Normal (Technical) (ii) Normal (Academic) and (iii) Express streams respectively.","Mr Ong Ye Kung: Social economic status has become significantly correlated with PSLE results. This is inevitable as lives improved and lower income families make progress over the years, with children doing better than their parents. So percentage of students in Normal streams living in public rental HDB flats are higher than that in Express stream. This is why MOE is undertaking various measures, including the UPLIFT Taskforce, to help lift the performance of students at the bottom."
"tamil as third language, in addition to malay and chinese","Mr Murali Pillai asked the Minister for Education whether the Ministry will consider offering Tamil as a third language to students who have the ability and aptitude to learn a third language, in addition to Malay and Chinese that have already been offered to such students.","Mr Ong Ye Kung: MOE is committed to promoting the learning of our Mother Tongue Languages, including Tamil, and we continually look for ways to enhance it.MOE is open to offering Tamil as a third language if there is sufficient demand for it. However, current demand for it among non-Tamil students is low. We will review the matter if the situation changes.In the meantime, we will continue to support our students learning the language as their Mother Tongue in schools, with well-qualified Tamil language teachers and quality teaching resources."
number of subsidised and non-subsidised food and beverage stalls in hawker centres and average rent paid in past 12 months,Mr Sitoh Yih Pin asked the Minister for the Environment and Water Resources (a) what is the current number of subsidised and non-subsidised food and beverage stalls in hawker centres; and (b) what is the average rent paid by these subsidised and non-subsidised food and beverage stalls in the past 12 months.,"Mr Masagos Zulkifli B M M: There are over 6,000 cooked food stalls in the 114 hawker centres owned by the Government. Of these, about 40% (2,294) of stallholders pay subsidised rent.  The rent for subsidised cooked food stalls is either $192 or $320 per month, depending on the scope of upgrading works carried out during the Hawker Centres Upgrading Programme (HUP). Rents for non-subsidised cooked food stalls are on average about $1,300 per month as of November 2018."
percentages of students on financial assistance scheme,"Mr Louis Ng Kok Kwang asked the Minister for Education for each year in the past five years, what are the percentages of students who receive assistance from the Ministry's Financial Assistance Scheme who are from the (i) Normal (Technical) (ii) Normal (Academic) and (iii) Express streams respectively.","Mr Ong Ye Kung: From 2014 to 2018, 28% of secondary school students who received assistance from the MOE Financial Assistance Scheme were from the Normal (Technical) stream; 41% were from the Normal (Academic) stream; 31% were from the Express stream. The percentages for each of the five years were similar."
measures taken to strengthen institution of marriage among young couples,Mr Mohamed Irshad asked the Minister for Social and Family Development what are the measures taken by the Ministry to strengthen the institution of marriage among young couples and to encourage them to get married.,"Mr Desmond Lee: Based on the 2016 Marriage and Parenthood Survey, 83% of Singaporeans aged 21 to 35 who are single aspire to get married. The Government will continue to support their marriage aspirations. Most singles prefer meeting potential partners in natural settings, such as at recreational or social activities, or through introductions by friends and colleagues. We have therefore been working with partner agencies to identify natural settings for singles to meet, grow their social networks and form meaningful relationships. These include events such as Sports Hub's 'Community Play Day' and the Urban Redevelopment Authority’s 'Countdown@Civic District'. The Social Development Network, or SDN, funds initiatives by community partners and organisations to bring singles together. SDN also helps dating agencies improve their services through accreditation and funding. To provide more interaction opportunities through interest- and activity-based initiatives, SDN organises the Spark Connections campaign twice a year, where accredited agencies offer a wide array of events and programmes at subsidised prices, ranging from trendy, lifestyle based events to self-development workshops.We also recognise that many couples aspire to have a home of their own when they get married. We have stepped up our efforts to make it faster and easier for young couples who have decided to settle down to apply for a flat. Since 2015, HDB has launched more than 50,000 new Build-To-Order (BTO) flats, with at least 70% to 85% of these set aside for first-timer families. First-timer families applying for a BTO flat in non-mature estates will be able to select a flat within two to three tries. HDB also launched the first batch of 1,100 BTO flats with shorter waiting times of about 2 to 3 years in 2018, with another 2,000 such flats scheduled for launch in 2019. We have also enhanced housing grants for resale flats, to better support couples who choose to buy resale flats. HDB has also introduced flexibility in 2018 to allow young couples who are studying or serving NS to defer their income assessment for housing loans and grants till before keys collection, instead of at the point of flat application, when they may not have met the minimum period of employment to qualify for housing grants.Besides helping singles find suitable partners, we must also continue to strengthen and support marriages. MSF works closely with our partners to offer marriage preparation programmes to couples of all ages. These programmes help couples better understand their roles and manage their expectations of married life. The programmes also equip them with useful communication and conflict resolution skills. Tailored programmes are also available for couples with specific needs, such as cross-cultural and remarrying couples.Couples who marry at a very young age may need more support to prepare for marriage. They may also face additional stress if they become parents shortly after marriage, increasing the risk of marital conflict. Hence, we have recently made it mandatory for couples where either party is a minor (below 21 years old) to undergo marriage preparation programmes before they can apply for marriage. This applies for both civil and Muslim marriages. These programmes include group marriage education workshops that equip couples with skills and knowledge on topics such as communication, conflict resolution and management of household finances, and one-to-one consultation sessions to help couples make informed decisions about marriage. There are also optional post-marriage programmes to provide continued support for couples in areas such as marriage enrichment and parenting.Marriage is hard work and the relationship needs to be constantly nurtured. We work with partners such as the Families for Life Council and family life and marriage educators to provide a suite of marriage enrichment programmes at workplaces and in the community, to equip couples with insights and tips to strengthen their marriages. The Families for Life Council also organises an annual ""I Still Do"" initiative, where there are marriage talks, bonding activities and online content to engage couples in conversations on marriage, and encourage couples to continue to date and reaffirm their commitment to each other. "
"studies to evaluate impact of progressive wage model on number of persons employed in cleaning, security and landscape sectors","Mr Leon Perera asked the Minister for Manpower whether there are reviews or studies available to evaluate the impact of the Progressive Wage Model (PWM) on the number of persons employed in the cleaning, security and landscape sectors and, if so, what do the studies suggest has been the impact on employment numbers of the PWM thus far.","Mrs Josephine Teo: The Progressive Wage Model (PWM) was implemented in the Cleaning, Security and Landscape sectors as a targeted intervention to address low and stagnant wages caused by market failure of cheap sourcing. It aims to raise the salaries of local workers in these sectors by providing a clear progression ladder for workers to earn higher and sustainable wages as they become more skilled, more productive and take on higher job responsibilities.The number of local workers employed in these three sectors depends on many factors beyond PWM itself, such as the state of the economy, adoption of labour saving technologies, improvements to company's business processes, and changes in foreign worker (FW) policies. It is difficult to attribute changes to local employment numbers to the PWM alone.What is clear, however, is that since the PWM was implemented, workers in these three sectors have seen positive real wage growth. Between 2011 and 2016, the real median gross wages of full-time resident cleaners, security guards and landscape maintenance employees increased by 32%, 36% and 16% respectively. This was achieved while keeping local unemployment rate low at around 3% and maintaining employment rate1 at a healthy level of around 80%."
measures to teach students to spot signs and symptoms of depression and seek help,Ms Joan Pereira asked the Minister for Social and Family Development how can the Ministry work more closely with the Ministry of Education to teach students to spot signs and symptoms of depression and seek help for themselves or their family and friends.,"Mr Desmond Lee: It is important to strengthen our children's social and emotional resilience so that they can manage stress well and cope with future challenges. MSF works closely with the Ministry of Education, the Ministry of Health and other agencies to support our children and youth in their mental well-being. For instance, MSF was part of the NurtureSG Taskforce that made recommendations to improve the health outcomes of our children and youth, including their mental well-being.In schools, the Character and Citizenship Education curriculum aims to raise awareness of mental health, reduce stigmatisation associated with mental health issues, help both staff and students to recognise signs of distress, for example, unexplained injuries, sending or posting moody messages online, and encourage them to seek help for themselves and others around them. Students are also taught to look out for and support one another, and to alert their teachers, school counsellors or parents if their friends are affected by difficulties. School counsellors may refer children with psycho-social issues to mental health professionals.Family members and members of the community can also play a role to spot students with depression symptoms. For example, members of the community may encourage individuals or families in need to approach a Family Service Centre (FSC) for assistance. The social workers at the FSCs will work with the school and other specialists in the community to provide holistic interventions to the student and his/her family to overcome their issues and support them towards long-term stability."
singaporeans who have not done their cpf nominations,"Mr Seah Kian Peng asked the Minister for Manpower to date, how many Singaporeans have not done their CPF nominations and how can this gap be closed.","Mrs Josephine Teo: As of December 2018, about 58% of CPF members aged 16 and above do not have a valid nomination. Among older members aged 55 and above, 30% do not have a valid nomination. These include members who have never made a nomination, as well as members who made a nomination that was revoked by marriage and did not make a subsequent nomination. CPF Board will continue to work with its industry and community partners to encourage members to make a nomination through various touchpoints. For example, CPF Board provides information on CPF nomination to industry bodies such as the Law Society and Life Insurance Association, so that their members (that is, lawyers and insurance agents) can educate their respective clients on the distribution of CPF savings upon death. The Board also encourages members to make a nomination through members' Yearly Statement of Accounts and when they attend the CPF Retirement Planning Service at age 54. These targeted measures are complemented by public education efforts through CPF Board's social media channels, talks, roadshows and website."
plans for more education and career guidance counsellors in schools,Mr Muhamad Faisal Bin Abdul Manap asked the Minister for Education (a) whether there are plans to bring more Education and Career Guidance (ECG) counsellors specialised in different fields to each school; and (b) how are schools involving parents in the ECG curriculum.,"Mr Ong Ye Kung: As at end 2018, MOE has deployed ninety-seven Education and Career Guidance (ECG) Counsellors to MOE Secondary and Pre-University schools, ITE colleges and Polytechnics. ECG Counsellors complement and support the teachers, academic staff and mentors who provide frontline ECG support to students. We are currently focused on improving the curriculum and methods of ECG, and there is currently no plan to further expand the pool of ECG Counsellors. Parents are our key partners in helping students to discover their strengths, aptitude and interests and make informed educational and career decisions. Schools engage parents regularly to raise awareness of educational and career pathways and on ways of engaging their children to discuss their career options and choices. "
breakdown of students taking third language course in past five years,Ms Rahayu Mahzam asked the Minister for Education in the past five years (a) what is the total number of students taking a third language course and the breakdown for each year; (b) what is the percentage of students completing the third language courses and taking them in the GCE 'O' level examination; and (c) what is the number of passes for these examinations.,"Mr Ong Ye Kung: In the past five years, the total number of students studying a third language has remained stable at approximately 6,000.Each year, about 30% of Third Language students would complete the course and sit for the GCE O Level examinations. The average pass rate is 96%. The reason given by students for dropping third languages is typically the difficulty of coping with this additional subject when their academic and CCA commitments grow as they progress further in their secondary schools."
last full-time or part-time job held by persons who have passed on by age group,"Mr Gan Thiam Poh asked the Minister for Manpower currently, what is the last full-time or part-time job held by persons who have passed on, broken down by age groups of (i) 85 to 90 years (ii) 80 to 84 years (iii) 75 to 79 years (iv) 70 to 74 years (v) 65 to 69 years (vi) 60 to 64 years (vii) 55 to 59 years and (viii) 50 to 54 years.",Mrs Josephine Teo: MOM does not track the last held jobs of persons who have passed on. 
annual number of applications for nric and passport in past five years,Mr Melvin Yong Yik Chye asked the Minister for Home Affairs (a) what is the annual number of applications for NRIC and passport respectively in the past five years; (b) how many of these applications are online applications; and (c) what are the age profiles of those who have submitted non-online applications.,"Mr K Shanmugam: The annual number of passport applications, the proportion of online applications, and the age profiles of those who submitted non-online applications can be found in Tables 1A and 1B below.NRIC applications are received mainly through the mandatory NRIC registration and re-registration exercises at age 15, 30 and 55, as well as the optional NRIC re-registration exercise for those born before 1 January 1962 that is, those above age 55 as at 1 January 2017). In addition, NRIC applications are also submitted by those who wish to change their NRIC particulars, or to replace their lost or damaged NRICs.For each of the above groups, the annual number of applications, and the proportion of online applications can be found in Table 2 below."
illegal access to health promotion board's healthhub accounts in september and october 2018,Ms Joan Pereira asked the Minister for Health (a) whether he can provide an update on the attempts to illegally access Health Promotion Board's (HPB) HealthHub accounts in September and October 2018; (b) why are the hackers still able to attack the accounts despite remedial steps taken; and (c) how can users of the apps developed by HPB be assured that their identities are being kept safe.,"Mr Gan Kim Yong: The Health Promotion Board (HPB) and Integrated Health Information Systems (IHiS) investigated a case of unusually high number of attempts to log into HealthHub on four days within a short period (that is, 28 September 2018, 3 October 2018, 8 October 2018 and 9 October 2018). The investigation revealed that attempts were made with more than 27,000 email addresses. 98% of the email addresses used were not related to HealthHub account IDs, and these attempts were unsuccessful. Nevertheless, 72 accounts were successfully accessed during the four days.The high volume of email addresses not related to HealthHub account IDs and the repeated attempts suggest that the email addresses used were likely to have been obtained from other compromised sources. No evidence of a breach in the HealthHub system has been found.The unusual log-in attempts and access were limited to the basic tier of HealthHub, which contained the user's self-populated profile and any Healthpoints accumulated through participation in HPB programmes. Access to other e-services requires SingPass and 2-factor authentication, and were not affected.As a precaution, access to all HealthHub mobile application and HealthHub website e-services were suspended from 9 to 14 October 2018. The 72 HealthHub accounts of concern were locked, and HPB contacted each of the account holders to ascertain if the log-ins were legitimate and to alert them of the access to their accounts. The investigation found that none of the accounts were adversely affected. 15 users had legitimately logged into their accounts, while two users suspected that their accounts were accessed without authorisation. It was inconclusive as to whether the remaining 55 accounts were accessed without authorisation. HPB provided all the 72 account holders with advice on how they could unlock their accounts and reset the passwords.HPB has included a security advisory in HealthHub to remind users on the need to use strong passwords for their online accounts and to refrain from using the same password for different websites and applications. In December 2018, further precautionary measures were also implemented, including (i) introducing an authentication at the point of login that protects against automated attacks by malicious bots; and (ii) introducing a One Time Password (OTP) for the redemption of Healthpoints.IHiS and HPB have not detected further incidents of unusual log-ins since. They will continue to strengthen their systems for better protection, monitoring and response to cyber threats."
proportion of saf officers offered re-employment at retirement age,Mr Desmond Choo asked the Minister for Defence (a) what is the current proportion of SAF officers who are offered re-employment at retirement age; and (b) what are the measures to retrain and redeploy older SAF officers.,"Dr Ng Eng Hen: As a military with physical demands required to fulfil its mission, officers and other ranks of personnel within the Singapore Armed Forces (SAF) do not adhere to the retirement age of commercial companies and civilian organisations. Most officers and warrant officers retire around 50 years old as there are only limited vocations for re-employment across the SAF. Military experts can work till 60 years of age. However, the shorter career spans within the SAF is made up by higher remuneration packages as compared to equivalent civilian jobs.  In addition, the SAF has specific programmes to prepare personnel for their second careers. 80% secure jobs within six months of retiring from the SAF. These programmes include structured training to prepare them for leadership and management roles and other valuable competencies in areas such as human resource, finance, operations research and training pedagogy. Our training programmes are accredited by external agencies, and in some cases developed jointly with local educational institutions. Employer surveys show that the skills and certifications obtained by SAF personnel during their careers are well-recognised by private and public sector employers. MINDEF established the Career Transition Resource Centre (CTRC) in 2009 to further support our retiring personnel, by equipping them with the skills to enhance their employability. Under the Lifelong Employability & Advancement Programme (LEAP), retiring personnel are provided funds and time off to attend courses and seminars, go for job interviews, and embark on internships that can serve as a springboard into their sector of interest. They can also avail themselves of personalised one-on-one career coaching and job referral services through CTRC's certified career advisors. "
role of overseas missions towards singaporeans in distress in foreign countries,"Mr Sitoh Yih Pin asked the Minister for Foreign Affairs (a) what is the role of our Overseas Missions towards Singaporeans and their family members who face unfortunate and sudden circumstances such as a serious illness, accident or death in a foreign country; and (b) in such circumstances, to what extent will our Overseas Missions assist Singaporeans with logistical arrangements to receive medical care and/or repatriation to Singapore, if necessary.","Dr Vivian Balakrishnan: Our Overseas Missions provide timely consular assistance, support and advice to Singaporeans in distress overseas. For major incidents such as serious illness, injury or death, we will contact the local authorities to ensure that appropriate medical care is provided; and help the family with the administrative processes to bring the affected Singaporean home.For example, following a bus accident in Makkah last year, our Consulate-General in Jeddah visited several hospitals, worked with the local authorities to locate all affected Singaporean pilgrims, and ensured that those injured received due medical care. Unfortunately, one Singaporean passed on. Our officers rendered consular assistance to his family who arrived from Singapore, and facilitated the burial in Makkah. MFA also worked closely with MUIS and the travel insurance company to facilitate the medical repatriation of another Singaporean, as well as the safe return of the remaining pilgrims.We will continue to do our best to provide prompt and effective consular service to Singaporeans. While MFA cannot bear the expenses incurred for medical care and repatriation, we will liaise with the family and work with relevant Singapore agencies such as MOH, CPFB and MSF, to explore if overseas medical expenses and associated costs can be covered under Medisave or other forms of assistance. In order to have adequate financial protection against unexpected emergencies, Singaporeans should always purchase travel and medical insurance when travelling overseas.  "
tuberculosis cases among foreign domestic workers in singapore in last five years,Mr Yee Chia Hsing asked the Minister for Health (a) what is the number of tuberculosis (TB) cases discovered among foreign domestic workers (FDWs) in Singapore over the last five years; and (b) whether additional measures can be made to prevent the spread of TB among FDWs and from FDWs to their employers.,"Mr Gan Kim Yong: Foreign domestic workers (FDWs) applying to work in Singapore are required to be screened for active TB, including having a chest x-ray, within two weeks of their arrival in Singapore, before they are issued with work permits. FDWs are also required to undergo screening for active TB upon two years of stay in Singapore.From 2013 to 2017, an average of 146 new FDW applicants a year were diagnosed with active TB when they applied for work permit. FDW applicants found to have active TB will not be issued work permits and have to return to their home countries, unless otherwise supported by their prospective employers. In the same period, about 200 FDW work permit holders were diagnosed with active TB per year, out of a FDW population of between 214,500 and 246,800.As active TB can still develop later after screening is negative, it is imperative that persons who display symptoms of active TB, such as unexplained prolonged cough of three weeks or more, seek early medical attention, so that active TB can be detected and treated early. With treatment, persons with active TB rapidly become non-infectious, and would no longer transmit the disease. Strict adherence to TB treatment will help ensure cure and minimise the risk of relapse of the disease.Therefore, to reduce the risk of TB transmission, we seek the support of employers with FDWs displaying TB symptoms to seek medical attention for their FDWs early. Employers should also support and ensure that their FDWs receive TB treatment, via Directly Observed Treatment (DOT), and comply with medical appointments."
progress of pilot pre-implantation genetic screening programme at national university hospital,Miss Cheng Li Hui asked the Minister for Health (a) what is the progress of the pilot Pre-Implantation Genetic Screening programme at the National University Hospital; (b) whether it is on track for completion in 2020; (c) what is the eligibility criteria for joining the programme; (d) whether private patients will be able to join the programme; and (e) what is the number of participants in the programme thus far.,"Mr Gan Kim Yong: MOH started a three year pilot on Pre-Implantation Genetic Screening (PGS)1 in 2017. Under the pilot programme, patients who fulfil at least one of the following clinical criteria will be eligible:(a)  Age 35 years old and above, regardless of prognosis(b)  Two or more recurrent implantation failures, regardless of age(c)   Two or more recurrent pregnancy losses, regardless of ageEligible patients from the three public Assisted Reproduction (AR) centres (i.e. NUH, KK Women's and Children's Hospital (KKWCH) and Singapore General Hospital (SGH)) can be referred to the NUH lab to undergo PGS. Patients from the private hospitals can also be referred to the three public AR centres for assessment.As of December 2018, 221 patients were recruited under the PGS programme and MOH will review the pilot programme after completion."
offence of offering cigarettes to persons below 21 years of age,Er Dr Lee Bee Wah asked the Minister for Health (a) whether someone who offers a cigarette to a person below the age of 21 is committing an offence; (b) whether the receiver of the cigarette is also an offender; (c) how many of such offenders have been booked in the past three years; and (d) what has been the fine imposed on these offenders.,"Mr Gan Kim Yong: The current minimum legal age (MLA) for the purchase, use, possession, sale and supply of tobacco products is 19 years. This was raised from 18 years on 1 January 2019 and will be raised progressively to 21 years by 1 January 2021. Offering a cigarette to a person below the MLA is an offence under Section 10 of the Tobacco (Control of Advertisements and Sale) Act (TCASA). Receiving a cigarette is also an offence if they are under the MLA under Section 11 of the TCASA.The main focus of Health Sciences Authority's (HSA) enforcement efforts is on curbing the sale of tobacco to under aged persons. Errant retailers are liable to a maximum fine of $5,000 for the first offence and $10,000 for subsequent offences. In addition, the tobacco retail license will be suspended for the first offence and revoked for subsequent offences. Between January 2015 and October 2018, 90 retailers have been caught for selling tobacco to under aged persons.In addition, anyone caught buying or acquiring any tobacco product for a person below the MLA, is liable on conviction in Court, to a maximum fine of $2,500 for the first offence and $5,000 for subsequent offences. Similarly, anyone caught giving or furnishing tobacco product to a person below the MLA, is liable on conviction in Court, to a maximum fine of $500 for the first offence and $1,000 for subsequent offences. Between January 2015 and October 2018, 18 people had been caught for such offences."
published fee benchmarks for surgical procedures at private hospitals,Prof Fatimah Lateef asked the Minister for Health how does the Ministry intend to monitor the acceptance and compliance of the recently published fee benchmarks for surgical procedures at private hospitals.,"Mr Gan Kim Yong: The objective of publishing fee benchmarks is to provide all stakeholders a reference on the reasonable ranges of professional fees for common surgical procedures in the private sector. The benchmarks will guide private sector healthcare providers in charging appropriately. They will also enable patients and payers to make more informed decisions.Doctors should take reference from the benchmarks in setting their fees and advising their patients. They should also be prepared to explain to patients where their charges exceed the range, such as when addressing a highly complex case or in exceptional circumstances.Today, MOH already monitors overall hospital bill sizes and doctors' charges. Where we observe charging patterns that could be of concern, we will query the healthcare providers, investigate and take follow up actions if necessary.MOH welcomes feedback on the fee benchmarks. These would help to guide future review and refinement of the benchmarks."
measures in place to assist singaporeans with no access to or unable to make online applications for nrics or passports,Mr Sitoh Yih Pin asked the Minister for Home Affairs (a) what are the measures that will be put in place to assist Singaporeans with no access to or who are unable to make online applications for NRICs or passports; and (b) whether some of these measures will be retained beyond 2020 when ICA seeks to have all such applications to be made online.,"Mr K Shanmugam: For those with no access to the Internet, or who are unable to make online applications for NRICs or passports:(a) Family members and friends can apply online on their behalf.(b) Self-service kiosks are also available at the eLobby of the ICA Building, with ICA Service Ambassadors on hand to assist and guide applicants through the application process.(c) ICA can make special arrangements to assist those who are unable to make a trip to ICA due to medical reasons. For example, those who are bedridden and are required to re-register for their NRIC can request ICA to conduct the re-registration at their residence.All these measures will be available even beyond 2020."
successful first-timer applicants receiving cpf housing grants in last three years,"Mr Gan Thiam Poh asked the Minister for National Development what is the total number of first-timer applicants who have been successful in receiving CPF Housing Grants in the last three years according to (i) flat type, specifically BTO and resale HDB flats (ii) type of grant received (iii) quantum of grant received in multiples of $10,000 and (iv) purchase price of flat after grant, with a breakdown based on the price bands of $50,000 and below, $50,001 to $100,000 and above $100,000 in multiples of $100,000.","Mr Lawrence Wong: First-timer households purchasing a new flat from HDB enjoy a subsidised flat price, and may receive up to $80,000 in housing grants, comprising the Special CPF Housing Grant and Additional CPF Housing Grant (AHG). They may also receive up to $120,000 when purchasing a resale flat, comprising the CPF Housing Grant, AHG and Proximity Housing Grant. Between Jul 2015 to Jun 2018, about 47,700 first-timer households received CPF housing grants for their flat purchase, as detailed in Table 1 below.Housing grants are generally tiered by income so that more assistance is provided to lower-income households. Refer to Tabel 2 below for the number of first-timer households receiving CPF housing grants, by grant quantum.After factoring in housing grants, close to 80% of first-timer households paid $400,000 or less when purchasing a HDB flat, whether from HDB or the resale market (see Table 3 below)."
telecommunication outages in past three years,Ms Joan Pereira asked the Minister for Communications and Information (a) how many telecommunication outages have occurred in the past three years; and (b) what measures has the Ministry put in place to prevent the occurrences of these outages.,"Mr S Iswaran: A reliable and resilient telecommunication network is critical to our Smart Nation ambitions. That is why MCI and the Infocommunications Media Development Authority (IMDA) work with key telecommunication operators to ensure good service quality, including through IMDA’s Quality of Service frameworks.Since 2016, the number of telecommunication outages has averaged 10 outages each year. These outages were mostly due to cable cuts by contractors, or faults in the telecommunication networks.MCI and IMDA have taken measures to minimise the risk of outages. IMDA requires key telecommunication operators to regularly audit their networks to ensure that they are on par with international best practices. IMDA also educates contractors to avoid cable cuts when carrying out earthworks. IMDA also penalises telecommunication operators which contribute to outages, or which fail to restore disrupted services quickly."
suspicious mails reported to police by postal services,"Ms Joan Pereira asked the Minister for Home Affairs (a) in the last three years, how many reports of suspicious mails stopped by postal services have been reported to the police; (b) whether there has been any person apprehended; and (c) what measures are put in place to ensure the timely reporting of such detected mails.","Mr K Shanmugam: When a suspicious mail is discovered, the SOP is for SingPost to refer it to the Police and SCDF, who will respond to assess the threat, and contain it if necessary.From 2015 to the first half of 2018, there was a single case of suspicious mail that was stopped by SingPost. In that case, which took place in 2016, a parcel containing foul-smelling liquid was detected. Police and SCDF responded, and determined that there was no threat and no malicious intent. There were consequently no arrests."
number of courses accredited by skillsfuture,"Mr Melvin Yong Yik Chye asked the Minister for Education (a) to date, what is the number of courses that have been accredited by SkillsFuture; (b) what is the number of applications for accreditation that have been rejected; and (c) what are the main reasons for rejection.","Mr Ong Ye Kung: Currently, over 30,000 courses are funded by SkillsFuture Singapore (SSG). Since 2016, SSG has rejected over 4,000 other courses as they were not work skills-related."
"average and median starting monthly salaries for ite, polytechnic and university graduates","Mr Louis Ng Kok Kwang asked the Minister for Manpower for ITE, polytechnic and university students who graduated in 2008, 2009, 2010, 2011 and 2012 respectively (a) what were their average and median starting monthly salaries; (b) what were their average and median monthly salaries five years after their year of graduation; and (c) whether the Ministry will start collecting such data on post-graduation salaries, as requested in (b), if it does not already collect it on a regular basis.","Mrs Josephine Teo: Based on the annual Graduate Employment Survey (GES) conducted by the Institutes of Higher Learning (IHLs), the reported median gross monthly starting salaries of ITE, Polytechnic and Autonomous University (AU) graduates in full-time permanent employment from 2008 to 2012 are given in Table 1.The GES does not track graduates’ salaries by cohort five years after their graduation. However, the median gross monthly income of full-time employed residents is available from MOM’s Comprehensive Labour Force Survey (CLFS). The majority of fresh graduates from IHLs would be in their mid- to late-20s five years after leaving school. Table 2 shows the median gross monthly income from 2013 to 2017 of full-time employed residents aged 25 to 29 – those with post-secondary non-tertiary qualifications (i.e. ITE or equivalent), diploma and professional qualifications (i.e. polytechnic or equivalent) and degree qualifications.To give us more insights into their employment and income, MOM and MOE are exploring tracking graduates’ salaries by cohort over a longer period of time."
proposal to mark examination scripts electronically,Miss Cheng Li Hui asked the Minister for Education with regard to the proposal to mark exam scripts electronically (a) whether the time saved from having to count physical scripts in the current system be well compensated by the need to scan and digitize the scripts in the new system; and (b) what are the identified risks of an electronic and digital system for the marking of scripts and how can they be managed.,"Mr Ong Ye Kung: The Singapore Examinations and Assessment Board (SEAB) has conducted a pilot trial on the scanning and digitisation of a sample of 2017 national examination answer scripts. The trial also included the marking of these digitalised scripts online. SEAB has received positive feedback from markers, including improved administrative efficiency.Examination boards in the UK and Hong Kong have been conducting electronic marking for some years. The known benefits include reduced effort from administrative processes and physical movement of scripts, improved quality in marking and better anonymity of scripts.Due to the large number of subjects offered at the Singapore-Cambridge GCE-Level examinations and the high volume of scripts handled each year, changes to the examination processes have to be carefully planned and considered.  It involves trialling to determine the required changes to the format of the answer booklet, adequate investment in IT infrastructure and devices and training of markers. SEAB will also have to ensure that the integrity of the national examinations and timing for the release of the examination results are upheld."
percentage of students living in hdb flats under public rental scheme,"Mr Louis Ng Kok Kwang asked the Minister for Education for each year in the past five years (a) what is the percentage of students living in HDB flats under the public rental scheme; and (b) what is the average and median household income of students entering the (i) Normal (Technical) (ii) Normal (Academic) and (iii) Express streams, respectively.","Mr Ong Ye Kung: Over the last five years, approximately 2-3% of our students were living in HDB flats under the public rental scheme. MOE does not collect data on household income of students."
