title,question,answer
offset from government rebates for utility bills,"Miss Cheryl Chan Wei Ling asked the Minister for Finance (a) to what extent has the GST Voucher – Utilities-Save rebate helped to offset utilitie bills during periods of increases in electricity tariffs especially for rental flats; and (b) for those households under the Pay-As-You-Use scheme, whether this rebate can be directly credited into their prepaid utilities account.","Mr Heng Swee Keat: The permanent GST Voucher – U-Save scheme has enabled households in 1- and 2-room HDB flats to receive support which is equivalent to about three to four months of their utilities bills on average. Those living in 3- and 4-room HDB flats receive support equivalent to about one to two months of their utilities bills. The Pay-As-You-Use (PAYU) scheme is a pre-paid metering scheme launched by SP Services in May 2005 to support a small minority of HDB households whose electricity supply has been disconnected due to arrears in utilities payment. PAYU helps these households have their supply reconnected, while allowing them to settle their arrears over time1. For a household on the PAYU scheme, the applicable U-Save rebate is already being credited to their utilities account to help reduce their arrears. If the arrears have been cleared and that household chooses to remain on the PAYU scheme, the U-Save then offsets the water and gas components of the bill."
eldershield premiums paid out since 2002,Assoc Prof Daniel Goh Pei Siong asked the Minister for Health since the inception of ElderShield in 2002; (a) what has been the total ElderShield premiums paid; (b) what is the total surplus collected by the ElderShield insurers; (c) what is the total surplus returned to members as premium rebates; and (d) what is the payout ratio and profit margin of each of the ElderShield insurers.,"Mr Gan Kim Yong: ElderShield is an insurance scheme that provides basic protection against the costs of long-term care arising from severe disability in old age. Premiums for policyholders are collected annually between age 40 and 65. Coverage starts at age 40 and the policyholder is covered for life. If a policyholder becomes severely disabled before age 65, he will no longer need to pay further premiums and will start to receive monthly ElderShield payouts. From 2002 to end-2015, about $2.6 billion have been collected in premiums and around $100 million have been paid out in claims. About $130 million in premium rebates have been given to policyholders so far, the first tranche in 2007 and another in 2012.The oldest ElderShield cohort that enrolled at age 40 in 2002 will be turning 55 this year. The current age profile of policyholders is relatively young but will get older over time. As older people are more likely to become severely disabled compared to younger people, ElderShield payouts are expected to increase when the profile of policyholders gets older. Indeed, the proportion of claims over premiums collected has been increasing since ElderShield started in 2002, and this trend will continue in the future.People who are not familiar with how ElderShield works may ask why the current amount of premiums collected is much higher than the amount of claims paid out so far. Some may even wrongly conclude that policyholders have been paying too much in premiums or that insurers have made excessive profits. Allow me to clarify the facts to address these misperceptions.There are insurance schemes that provide coverage for the year in which the policyholder pays his premiums – when the policyholder stops paying premiums, the coverage ends. ElderShield works differently. It collects premiums while the policyholder is aged 40 to 65, and provides lifetime coverage from age 40, even after the policyholder reaches 65 and stops paying premiums.Hence, it is prudent for the total amount of premiums collected to exceed the amount of claims paid while our policyholders are still young, because the premiums collected are meant to provide coverage against future claims throughout the policyholder's lifetime. As explained earlier, the proportion of claims over premiums collected has been increasing since 2002 and we can expect this trend to continue as the profile of our policyholders gets older over time. If the insurers do not collect enough premiums today and set aside some amounts for future claims, there is a risk that ElderShield will not be able to provide adequate coverage for policyholders as our population ages. It is important for insurers to ensure that policyholders will not face this situation."
additional help for people seeking social assistance given sluggish economy,"Mr Seah Kian Peng asked the Minister for Social and Family Development given the sluggish economy and uncertain outlook ahead, whether the Ministry has seen an increase in the number of people seeking social assistance and, if so, what additional measures will the Ministry be instituting to provide relief to this group of affected people.","Mr Tan Chuan-Jin: The number of applications for ComCare Short-to-Medium Term Assistance was 60,170 in 2015, and 57,694 in 2016. Over the four quarters in 2016, the number of applications has hovered around 14,000 to 15,000 per quarter, with no clear trend.MSF is closely monitoring the situation with regard to the number of households stepping forward for assistance and their profiles. MSF stands ready to provide additional support, just as we did during the 2009 global financial crisis. Let me share on some of these additional support measuresFirst, we are prepared to exercise greater flexibility in providing ComCare assistance to support households. For example, our SSO officers can provide retrenched workers with a longer duration of assistance if they require more time to find a job. This could be a result of external factors beyond the individual’s control, such as limited availability of job openings that fit his or her skillset.Second, we are prepared to step up our manpower temporarily at our SSOs if there are significant increases in applications for ComCare assistance, so that households in need continue to receive assistance in a timely manner.Third, our SSOs will also work with the Family Service Centres to assist recently retrenched clients who may require counselling and support.In addition, through an initiative by the National Council of Social Service, companies can engage social service organisations to deploy social service professionals on-site during restructuring exercises to provide support to those affected and information on community resources available.MSF will continue to monitor developments in the labour market closely, and work with Government agencies and community partners to provide support and assistance to individuals and families in need."
anti-terrorism and cpr/aed training for public transport workers under sg secure framework,"Mr Melvin Yong Yik Chye asked the Minister for Home Affairs that as part of the SG Secure movement, (a) whether there are plans to incorporate compulsory anti-terrorism and CPR/AED training for existing and newly recruited public transport workers; and (b) if so, how often will refresher courses be conducted for these workers so that their knowledge and skills remain current.","Mr K Shanmugam: Since the launch of the SGSecure movement, MHA has been working closely with the Land Transport Authority (LTA) and the Public Transport Operators (PTO) to raise public transport workers’ awareness of the terrorism threat and to equip them with knowledge and skills to respond to an attack.The PTOs currently train some of their staff in first aid, including cardiopulmonary resuscitation (CPR) and the use of the automated external defibrillator (AED).MHA has worked with LTA to incorporate the SGSecure messages of vigilance, cohesion and resilience into the training curriculum for bus captains at the new Singapore Bus Academy. These messages have been included in the taxi driver vocational licence and refresher courses at the Singapore Taxi Academy. These knowledge and skills are also reinforced by the PTOs during their staff in-service or in-house training. We will continue to work with LTA and PTOs to incorporate emergency response skills into their training programmes.We are encouraged by the ground-up SGSecure initiatives by the transport industry community. For example, the National Transport Workers' Union organised a counter-terrorism seminar in December 2016 where 200 public transport workers learned how to prepare themselves for a terror attack. The National Taxi Association also organised a number of workshops in November and December last year which trained more than 100 taxi drivers in CPR, AED and first aid skills.MHA will continue to work with LTA and the PTOs to enhance the current training and outreach initiatives, including exercises that hone their preparedness in the event of a terror attack. One such example was Exercise Heartbeat which involved one of the PTOs conducted in September 2016 at Bishan Bus Interchange and Junction 8."
measures against hoarders who cause disamenities to neighbours,Mr Yee Chia Hsing asked the Minister for National Development what are the measures available against HDB dwellers (such as hoarders and cat hoarders) who cause great disamenities to their neighbours and do not open their premises for authorised inspection by HDB officers.,"Mr Lawrence Wong: When HDB receives feedback on hoarding in HDB flats, HDB will carry out an inspection. If excessive hoarding is found, the residents will be advised to remove the unwanted items, and reminded to keep their flat tidy. Most residents are generally cooperative.In hoarding cases where there may be regulatory breaches, HDB will work with the relevant agencies such as the Singapore Civil Defence Force (for fire hazards) and NEA (for vectors). In cases of compulsive hoarding, which could be an indication of an underlying behavioural issue and would require professional help, HDB also works with health and social work professionals to provide counselling and appropriate assistance to the hoarder. HDB also ropes in the grassroots leaders and the hoarder's family in an effort to reduce disamenities.As for feedback received on the keeping of cats, HDB will work with the flat owners and Animal Welfare Groups such as the Cat Welfare Society to re-home the cats. Recalcitrant owners, including owners who refuse to open up their premise for inspection by HDB officers, may be brought to court where they can be fined up to $4,000 upon conviction.In cases where there is reasonable cause to believe that the welfare of the cats is compromised, AVA has powers to enter the premises to investigate. The owners, if convicted in court for the offence of failure in duty of care, may be liable to a fine not exceeding $10,000 or imprisonment for a term not exceeding 12 months, or both."
progress on construction sector's productivity roadmap and capability fund,"Dr Teo Ho Pin asked the Minister for National Development whether he can provide an update on (i) the progress of the Construction Productivity Roadmap by BCA and (ii) details of the Construction Productivity and Capability Fund including the total amount of funds disbursed to-date, the number of firms that have benefited from the fund, and the productivity improvements that such firms have made to-date, respectively.","Mr Lawrence Wong: The first Construction Productivity Roadmap was launched in 2010. We tightened the supply of lower skilled foreign manpower, required buildings to adopt more productive design, and supported firms as they invested in productive technologies and upgraded their workers. The second Roadmap was launched in 2015. It encourages even higher capital investments, intensifies our efforts to build up a quality workforce, and further facilitates collaboration among stakeholders across the construction value chain. Through the two Roadmaps, we have targeted a 20-30% improvement in construction site productivity by 2020.The results are encouraging. Annual site productivity increases have improved progressively from 0.3% in 2010 to 2.0% in 2015. A 2.0% increase is also projected for 2016. The cumulative site productivity improvement is about 10% since 2010.Almost $800 million is available to firms through the Construction Productivity and Capability Fund (CPCF). As of end 2016, about $450 million has been committed to over 9,000 firms in the built environment sector. 90% of these companies are small and medium-sized firms."
efforts to reintegrate destitute persons with their families and society,"Mr Murali Pillai asked the Minister for Social and Family Development (a) for each of the past three years, what has been (i) the number of destitute persons admitted into the custody of the Director of Social Welfare (""Director"") (ii) the numbers discharged from the Director's custody (iii) the number of discharged destitute persons re-admitted into the Director's custody; and (b) what steps are taken to encourage destitute persons to reintegrate with their families and society.","Mr Tan Chuan-Jin: The number of destitute persons admitted into Welfare Homes under the custody of the Director of Social Welfare was 250, 251 and 207 for 2014, 2015 and 2016 respectively.The number of destitute persons discharged from Welfare Homes was 182 in 2014, 172 in 2015 and 163 in 2016. These include persons who went on to independent living, and living with family or friends. These also include persons discharged to step-down residential care facilities and nursing homes.In 2014, 39 destitute persons were re-admitted into Welfare Homes. There were 42 re-admissions in 2015 and 27 re-admissions in 2016.Destitute persons who are admitted into Welfare Homes undergo rehabilitation programmes which impart social, work and life skills to prepare them for independent living in the community, whenever possible. Those who are assessed to have high potential for reintegration are placed on external employment, home leave and pre-discharge programmes to support their transition back to the community. They are also linked up with community resources where necessary to support their reintegration.In addition, Welfare Homes support family reconciliation to address underlying issues and strengthen family relationships. Volunteers and community agencies also work with Welfare Homes to complement their rehabilitative efforts."
electricity prices for singapore homes and businesses compared to oecd average,Mr Leon Perera asked the Minister for Trade and Industry (Industry) how does the price of electricity for (i) homes and (ii) businesses compare to the OECD average in each year from 2011 to 2015.,"Mr S Iswaran: Between 2011 to 2015, Singapore's regulated electricity tariffs were on average 23% higher than the OECD's average retail electricity costs.I would point out that such a comparison is of limited value because the OECD average includes a wide range of countries. They vary in terms of energy policy with some subsidising certain forms of electricity production (for example, in Germany, the US, and Spain). We do not subsidise electricity generation or consumption. The fuel mix is also varied among OECD countries with some having access to coal, nuclear energy, and renewables like hydropower. In contrast, 95% of electricity generation in Singapore uses natural gas imported at global prices. A comparison of average end-use prices for industrial users is even more challenging because, as observed by the International Energy Agency, industrial consumers can purchase electricity through private contracts instead of the regulated market, with variable and often confidential pricing arrangements.As an energy importer and price taker, Singapore cannot be insulated from movements in the global energy market. Our aim is to foster a competitive energy market for the benefit of all consumers."
trend of women being asked by employers not to return to work after maternity leave,"Ms Sun Xueling asked the Minister for Manpower in 2016, how many women have notified the Ministry that they have been asked by their employer not to return to work after the end of their maternity leave and whether this number shows an increasing trend in the past two years.","Mr Lim Swee Say: Termination of employment during maternity leave rarely occurs. The Ministry of Manpower (MOM) received one such complaint in 2016. The case involved an employee who was terminated as the employer's business had failed and ceased operations. With MOM's intervention, the employee was able to recover her maternity leave benefits. The employer has also been issued a stern warning. There is no indication that such cases are on the rise.Female employees are protected under the Employment Act and Child Development Co-savings Act. Those who have been unfairly dismissed during their pregnancy can appeal to MOM. If the dismissal is found to be without sufficient cause, MOM can order the employer to reinstate and/or compensate the employee. In addition, it is an offence to terminate the employment of an employee while she is on maternity leave. Such an offence carries a penalty of up to $5,000 fine and/or imprisonment of up to six months."
investigations into jallikattu-related events in singapore,"Mr Pritam Singh asked the Minister for Home Affairs (a) how many individuals have been investigated and/or charged over Jallikattu-related events in Singapore; and (b) of this number, how many are Singaporeans, PRs and foreigners respectively.","Mr K Shanmugam: The Police are investigating nine incidents of public assembly without a permit relating to the Jallikattu movement. Jallikattu is a bull-taming event practiced in the Indian state of Tamil Nadu as part of the Pongal festival. It was initially banned in India, which led to protests in India and other countries.114 persons are under investigation by the Police for participating in these public assemblies without permits, of whom four are Singaporeans, 23 are Permanent Residents and 87 are foreigners. The incidents took place between 15 and 22 January 2017.We take a strong stand against the importation of foreign politics by foreigners into Singapore. Foreigners visiting or living in Singapore are to abide by our laws, and should not import the politics of their own countries into Singapore."
periodic assessment for service personnel who handle weapons,Assoc Prof Randolph Tan asked the Minister for Defence whether service personnel in roles which involve access to weapons and live ammunition are periodically re-assessed on the stability of their emotional and psychological state.,"Dr Ng Eng Hen: MINDEF/SAF recognises the importance of ensuring that all servicemen and women who handle live arms are of sound mind and physical capabilities. The SAF has in place various levels of checks to determine the psychological well-being of service personnel. Before enlistment, all pre-enlistees undergo a comprehensive medical screening at the Central Manpower Base for both physical and mental health conditions. Pre-enlistees are asked explicitly if they have a previous record of mental health conditions during the screening. In addition, we require the parent or guardian to endorse this declaration. There is a balance between privacy for the enlistee and potential safety concerns of those with previous mental health conditions. But since 2016, MINDEF/SAF has also been working with the Ministry of Health to identify pre-enlistees with records of mental health history at public hospitals. If a possible mental health condition is surfaced, the pre-enlistee will be referred to appropriate specialists to certify that that enlistee is mentally capable of performing their National Service duties and to handle firearms.A serviceman who is deemed unsuitable to handle firearms because of his emotional or psychological state are excused from such duties and re-deployed to vocations which do not require him to have access to weapons and live ammunition.SAF servicemen have avenues to obtain counselling or medical assistance, should they face any emotional or psychological distress, including a 24-hour SAF Counselling Hotline. Those diagnosed with mental health conditions are closely monitored while in service, and where necessary, are provided with regular medical treatment and counselling by psychiatrists, psychologists, counsellors and para-counsellors. We deploy dedicated psychologists at the formation level to assist commanders in the management of such servicemen. At the unit level, our commanders interview all servicemen at regular intervals to find out if they are facing any stresses, including emotional or psychological problems. Commanders also undergo basic training to help them better understand mental health conditions, so that they can try to identify and manage servicemen with such conditions, including referring them to trained professionals for more assistance, or restricting their access to weapons and ammunition.MINDEF and the SAF will continue to periodically review and strengthen the mental health system, in consultation with the SAF Psychiatry Specialist Advisory Board, which comprises senior psychiatrists drawn from public healthcare institutions, to ensure that all our servicemen are able to discharge their duties and at the same time, to receive good emotional and mental health care."
incidence of postal letters delivered to wrong address,Er Dr Lee Bee Wah asked the Minister for Communications and Information (a) how often are postal letters delivered to the wrong address; (b) what action is being taken to improve the service; (c) what are the common reasons for the wrong delivery; and (d) whether any fine-tuning on the sorting process of letters and training of postmen are required.,"Assoc Prof Dr Yaacob Ibrahim: Postal delivery in Singapore is regulated by the Info-communications Media Development Authority (IMDA). Under IMDA's Postal Quality of Service (QoS) framework, SingPost needs to deliver 99% of local basic letters destined for the Central Business District (CBD) by the next working day, and 98% of local basic letters destined for non-CBD areas. SingPost is also required to achieve 100% delivery by the second working day. These are one of the most stringent standards for local basic mail in the world.SingPost delivers more than three million items a day. In 2016, SingPost received about 50 incidents of feedback concerning mis-delivered local basic letters.This is a significant improvement from 279 incidents of feedback concerning mis-delivered local basic letters in 2013 and 155 in 2015. Letters are mis-delivered for several reasons – the postman could have delivered the letter to the wrong letter box; or the address could have been incomplete or incorrectly written.While the number of mis-deliveries is very small, IMDA takes a serious view of all cases as they inconvenience businesses and individuals. IMDA works closely with SingPost to reduce mis-delivery rates, and improve their quality of service. In that regard, SingPost has taken active steps in the last few years to improve its service qualitya. In 2014, SingPost invested $45 million on sorting machines to improve mail sorting efficiency and accuracy.b. SingPost has enhanced its staff training programme, which includes the postmen code of conduct, on-the-job training and customer service training. Since 2014, SingPost has hired quality control officers to further ensure that letters are correctly delivered.c. Finally, as part of its ongoing efforts to engage senders of letters, SingPost provides a 24/7 customer care hotline and has service ambassadors stationed at post offices. SingPost also regularly updates its website with mailing guidelines and tips on addressing letters.The drop in number of complaints over the last three years show that these efforts have been helpful. Nevertheless, IMDA will continue to monitor SingPost's performance, and review the Postal QoS framework, to ensure that SingPost continues to provide reliable and quality postal services for Singapore."
ensuring safety of sigma lifts installed for hdb flats,Mr Louis Ng Kok Kwang asked the Minister for National Development (a) what steps is the Ministry taking or has taken to ensure that the Sigma lifts currently in operation are safe to use; and (b) whether it will be taking any action against Sigma and its parent company.,"Mr Lawrence Wong: MND takes a serious view on the safety of lifts in Singapore. HDB has in place a comprehensive set of measures spanning lift procurement, installation and maintenance to ensure that lifts in HDB blocks are safe and fit for operation. In particular, lifts are procured through open tenders, and the evaluation process factors in quality and reliability of lift contractors. Audits, stress-tests and inspections in the presence of an independent Authorised Examiner (AE) are also conducted as part of a well-established lift commissioning process.Sigma has been installing lifts in HDB estates for the past 10 years, and has generally met the prescribed performance standards. However, for a recent batch contract awarded to Sigma in 2013, Sigma was unable to meet the timeline for lift installation. Hence in late 2015, HDB restricted Sigma from tendering for new HDB lift contracts, to ensure that Sigma dedicated its resources to fulfil its contractual obligations. HDB also observed a higher-than-usual breakdown and fault rate in lifts from this batch contract in their first year of operations. The tender restriction has therefore not been lifted, and will continue until performance standards improve.HDB's investigations revealed that while the design and installation of the affected lifts complied with prevailing codes and standards, the doors and sensors were more susceptible to misalignment from knocks. This, coupled with frequent heavy and rough lift usage during the first year period due to renovation and moving activities, resulted in the higher lift faults.HDB has instructed Sigma to rectify these issues and to carry out improvement works to ensure that the lift doors and sensors operate smoothly. HDB has also issued stern warnings to Sigma, and is closely monitoring the performance of its lifts.Both Sigma and its parent company have channelled more resources towards addressing the issues. In particular, Sigma has undertaken the rectification works progressively, and the performance of the lifts has improved. HDB will continue to hold Sigma accountable for ensuring its lifts meet the required performance standards."
study on legislating eldercare leave,"Ms Kuik Shiao-Yin asked the Minister for Health (a) what is the outcome of the Ministry's study on legislating eldercare leave for employees; (b) what are the barriers that impede legislation of eldercare leave; and (c) from 2012-2017, how many working caregivers do not have eldercare leave and how many working caregivers quit work to care for an elderly family member full-time.","Mr Gan Kim Yong: We recognise that caregiving is an important responsibility and is no easy feat, particularly for those who have to juggle between work and caregiving roles. The Ministry of Health has strengthened efforts to support caregivers by expanding the capacity of aged care services and the number of home and community care options.We have been studying the issue of legislating eldercare leave in consultation with unions and employers. On balance, we are not ready to legislate eldercare leave at this time, as we need to strike a balance between employers' concerns on business costs and manpower constraints, and the employability of caregivers, versus the need for additional leave provision for eldercare purposes. There are existing leave provisions that can be used for this purpose.According to MOM's Comprehensive Labour Force Survey, some 176,200 females aged 25 to 54 were outside of the labour force in 2016, of which 10% were due to caregiving for family members or relatives. In relation to that, we encourage companies to provide more family-related leave benefits which can be used for different purposes, as well as flexible work arrangements. We track this provision and the trends have been encouraging thus far.Sixty-seven percent of employees work in companies that offer at least one formal flexible work arrangement last year, up from 56% in 2011. Close to eight in 10 employers also provide unplanned time-off or ad-hoc teleworking for their employees to attend to personal matters.Public service agencies currently already provide two days of parent care leave per year. Some private companies have also done so. OCBC offers two days of family care to employees who are not entitled to childcare leave. Cerebos Pacific Limited, a manufacturing company, also offers family care leave on top of statutory leave.We will continue to review the need for legislating eldercare leave as our socio-economic circumstances evolve over time."
activities to encourage secondary school students to take calculated risks,Dr Lim Wee Kiak asked the Minister for Education (Schools) (a) whether there are plans to introduce more activities that will encourage secondary school students to think out-of-the-box; and (b) how can schools help to imbue in the students the spirit to take on calculated risks.,"Mr Ng Chee Meng: To better prepare our students to thrive in the future, MOE has identified a set of 21st Century Competencies to develop in all students. Critical and Inventive Thinking is one of the competencies to be developed. By nurturing our students to be more inventive in their thinking, they will be more ready to think out of the box.Critical and Inventive Thinking is developed through both the academic curriculum and the co-curricular programmes. Our efforts in this area have been building up steadily over the years.During lessons, teachers stimulate curiosity and creativity in their students through the use of inquiry-based pedagogies, and novel and open-ended learning tasks. Such approaches encourage students to challenge assumptions, explore new possibilities and embrace uncertainties. Such dispositions are also nurtured through authentic learning experiences in Values-in-Action projects and Co-Curricular Activities, where students have to identify problems that need to be solved and come up with creative solutions.We have also been providing students with more opportunities for applied learning. This will enable them to apply skills and knowledge gained in the classroom to address real-world problems. Examples of such opportunities include the Applied Learning Programme and Learning for Life Programme in primary and secondary schools, as well as Advanced Elective Modules and Applied Subjects in secondary schools.To help students grow in their confidence to take calculated risks, our schools seek to provide a learning environment where students can feel safe to make choices, try new ideas and recover from setbacks. We need to help students find more intrinsic motivations in their learning so that they are driven more by a sense of passion. As our schools continue to strengthen their efforts in nurturing such traits in students, we recognise that such cultural shifts will take time and need to be reinforced at home."
public education on responsible pet ownership,Mr Darryl David asked the Minister for National Development whether the Government will take stronger action against recalcitrant residents who flout HDB rules on pets as the incessant noise and unpleasant animal smells affect the surrounding environment and residents.,"25 Mr Seah Kian Peng asked the Minister for National Development in light of the high proportion of pet-related complaints that HDB receives, whether more can be done to educate pet owners about responsibility and due care of their pets.Mr Lawrence Wong: In high-rise, high-density Singapore, and especially in our housing estates, it is important for Singaporeans to be both responsible pet owners and considerate neighbours. Pet owners are wholly responsible for ensuring that their pets are well cared for, and that they do not adversely affect the wider living environment.AVA has focused its efforts on raising public awareness about responsible pet ownership. For the younger generation, AVA holds two to three school talks and learning journeys every month. AVA is also developing a pre-school kit for kindergarten teachers to educate their students on animal care and welfare. For the broader community, AVA conducts responsible pet ownership roadshows every year. These roadshows include interactive displays, children’s activities, competitions, talks and workshops. The most recent roadshow at Waterway Point in December 2016 attracted 12,000 attendees.In the event that pets are causing a nuisance, HDB officers would advise the flat owners to take measures to stop the nuisance. Where necessary, parties concerned are also advised to attend mediation to resolve the issue amicably. In most cases, this improves the situation. For recalcitrant owners whose pets persistently cause disamenity, they may be required to re-home their pets with assistance from animal welfare groups. As a last resort, recalcitrant owners may be brought to court, where upon conviction, they can be fined up to $4,000."
awareness amongst school leaders for importance of tripartism,"Mr Zainal Sapari asked the Minister for Education (Schools) (a) whether there are efforts made to familiarise senior management and school leaders on the importance of tripartism and its role in creating an environment conducive for Singapore's growth; and (b) whether the Ministry has plans to collaborate with NTUC and its affiliated unions, through its current zonal-level sharing platforms, to understand and strengthen knowledge in tripartism further.","Mr Ng Chee Meng: MOE's senior management recognises the importance of tripartism for Singapore. At the Ministry level, there is strong partnership between MOE senior officials and the unions representing our employees. These include four teachers’ unions (Singapore Teachers' Union, Singapore Chinese Teachers' Union, Singapore Malay Teachers' Union and Singapore Tamil Teachers' Union) and the Amalgamated Union for Public Employees (AUPE). Regular dialogues are conducted, during which the Ministry shares its plans and policies with the unions, and the unions share their ideas, plans and feedback with Ministry officials. Collaboration opportunities are also discussed during these dialogue sessions.To reinforce the importance of tripartism among our school leaders, we have introduced a labour-management relations module in the leadership programme for senior educators. This newly introduced module helps senior educators to better understand the role of tripartism in Singapore and how strong employee-management relations in MOE help contribute to a strong education system.The Member of Parliament has suggested that MOE strengthen knowledge of tripartism through its zonal-sharing platforms. I am glad to share that MOE has been engaging our cluster superintendents to enhance their understanding on the role of tripartism and our collaboration with the unions."
population trend for stray cats,Miss Cheryl Chan Wei Ling asked the Minister for National Development (a) how does AVA monitor the population of stray cats in housing estates; (b) what is the population trend of stray cats over past three years; (c) what measures are put in place to manage its population; and (d) what actions are taken against irresponsible cat feeders.,"Mr Lawrence Wong: AVA does not track the population of stray cats. But AVA works with the Cat Welfare Society (CWS) and the Society for the Prevention of Cruelty to Animals (SPCA) on stray cat sterilisation. Efforts are also made to try to rehome stray cats, although this is not feasible in all cases.Under the Stray Cat Sterilisation Programme (SCSP), AVA subsidises the cost of sterilising and micro-chipping stray cats in HDB estates, industrial and commercial areas, as well as in private housing estates. Through these efforts, the annual number of feedback cases on stray cats has dropped from more than 4,000 in 2014 to fewer than 3,000 in 2016.AVA also works with CWS and the SPCA to educate community feeders to feed stray cats responsibly. This includes placing food in receptacles and clearing up after the feeding. If these conditions are not adhered to, irresponsible feeders can be fined up to $2,000, $4,000 and $10,000 for their first, second and subsequent convictions for littering."
completion of new bukit panjang polyclinic,"Dr Teo Ho Pin asked the Minister for Health whether he can provide an update on the progress of the construction of the Bukit Panjang Polyclinic, its scheduled completion date and details of its range of medical services.","Mr Gan Kim Yong: The Bukit Panjang Polyclinic is being developed as part of a larger healthcare facility that also includes a nursing home and a senior care centre. Design of the Polyclinic is in progress, and physical construction is scheduled to begin by early 2018. The Polyclinic is targeted to begin operations by end 2020.Like other polyclinics, the new Bukit Panjang Polyclinic will provide a suite of services, including medical treatment for acute conditions, chronic disease management, women's and children's health services as well as radiological, laboratory and pharmacy services. We are also planning for dental services to be available at this new Polyclinic."
resolution of signalling problems along circle line,"Mr Dennis Tan Lip Fong asked the Minister for Transport in respect of the recent signalling problems with the Circle Line caused by signal interference, what measures will be taken to ensure that commuters are not inconvenienced by the same signalling problems again.","Mr Khaw Boon Wan: The signalling problem experienced on the Circle Line was caused by a hardware malfunction on one of the trains. The faulty component has been replaced and the train has since been returned to service under close supervision. The Land Transport Authority (LTA) is working with the signalling equipment manufacturer ALSTOM to determine why the component failed, and whether the problem extends to the entire batch of components manufactured. If so, LTA will require ALSTOM to replace all of them.Based on the findings, LTA will also develop targeted measures to prevent an occurrence of similar problems on both the Circle Line and North-East Line, which use older signalling systems. LTA is also exploring ways to improve the general resilience of these systems. This includes shielding the signalling antenna against spurious signals, incorporating a feature for a backup antenna if the primary one encounters interference, and improving the signal transmission protocol.The newer signalling systems used for the Downtown Line, and to be installed for the North-South and East-West Lines and the Thomson-East Coast Line, would not be affected by the signalling problem experienced by the Circle Line as they have enhanced redundancy features to guard against signal interference."
age limit for clinical trial for pre-implantation genetic screening,Mr Louis Ng Kok Kwang asked the Minister for Health (a) what are the reasons for setting the criteria disallowing women below the age of 35 to take part in the three-year clinical trial for Pre-Implantation Genetic Screening (PGS); (b) whether the Ministry will consider lowering this age limit for women; and (c) whether the Ministry will consider allowing women below the age of 35 to take part on a case-by-case basis.,"Mr Gan Kim Yong: Pre-Implantation Genetic Screening (PGS) is a test for chromosomal abnormalities in embryos created through in vitro fertilisation (IVF), before the embryos are implanted into the uterus. MOH recently approved a three-year pilot for PGS. This will commence at the National University Hospital (NUH) in 2017.Under the pilot programme, patients who fulfil at least one of the following clinical criteria will be eligiblea. Age 35 years old and above, regardless of prognosisb. Two or more recurrent implantation failures, regardless of agec. Two or more recurrent pregnancy losses, regardless of ageIn other words, women of any age can participate in the pilot if they have had two or more recurrent implantation failures or pregnancy losses. For those without recurrent implantation failures or pregnancy losses, the minimum age is set at 35 years. This is because literature evidence and overseas experience have shown that the chance of a baby born with chromosomal abnormalities for mothers aged 35 and above is significantly higher. Countries such as the UK and Canada have similarly recommended that PGS be made available to women aged 35 years and above, regardless of prognosis."
simpler language in skills training course materials to cater to older workers,Dr Tan Wu Meng asked the Minister for Education (Higher Education and Skills) whether skills training course materials are vetted for plain and simple language so as to keep courses as open as possible to older workers with limited language skills.,"Mr Ong Ye Kung: SSG has a quality assurance system in place to ensure that the development and delivery of WSQ courses and the assessment of trainees meet required standards. SSG also conducts regular audits to ensure that the accredited training providers continue to have robust systems in place to deliver quality training.Having said that, while SSG regulates the skills standards, how the lessons are conducted and what training materials to use, are the responsibility of training providers. Such an approach allows more scope for innovation and differentiation in training products, and more market competition. Some methods that training providers have employed include the use of simple phrases in the course materials, oral assessments, pictures, videos and/or demonstrations to illustrate certain concepts. Training providers are also encouraged to contextualise their courses to meet their learners’ needs.In addition, given that basic literacy and numeracy skills are critical for employability, SSG has worked with training providers to develop the Workplace Literacy and Workplace Numeracy programmes under the WSQ system. Workers who face language barriers can better equip themselves through such training to undertake the wider range of training opportunities, and better apply their skills in the workplace."
payment for failed erp deductions without incurring administrative fee,Mr Muhamad Faisal Bin Abdul Manap asked the Minister for Transport whether he will consider allowing motorists to make payments for failed ERP deductions electronically within a reasonable period of time after the failed deduction without incurring the administrative fee or incurring a less punitive fee.,"Mr Khaw Boon Wan: Motorists who make good their failed ERP deductions within two weeks of the date of the letter from LTA are required to pay an administrative fee to cover the cost of processing the ERP violation, notification and payment. This fee is $10 if they make their payment through cash or cheque, and $8 if they make the payment electronically as the administrative cost incurred is lower. It will not be fair for taxpayers to bear these costs on the motorists’ behalf.To avoid incurring such costs for failed ERP deductions, motorists should sign up to payment services such as Motorpay, vCashCard or EZ-Pay. Using such services, motorists do not need to insert a cash-card into their car’s in-vehicle unit before they pass under an ERP gantry. ERP charges are automatically charged to their credit card based on the ERP system’s identification of the in-vehicle unit."
